question_id,question_order,answer_count,mae_between_models,rmse_between_models,exact_agreement_rate,within_0_5_rate,within_1_rate,pearson_corr,prompt_preview
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,123,0.08943089430894309,0.2990499863048703,0.9105691056910569,0.9105691056910569,1.0,0.9469736195610635,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
66ec6c12-2ebb-42e2-8aea-814f9b9a4c49,1,123,0.7886178861788617,0.8880416016036984,0.21138211382113822,0.21138211382113822,1.0,0.8360096384427623,"What is the result of this code? ```c main() { fork(); execl(""/bin/echo"", ""echo"", ""hello"", 0); printf(""done\n""); } ```"
199417a2-c63c-436e-8a8d-869d348dbbdd,2,123,0.2682926829268293,0.5179697702828122,0.7317073170731707,0.7317073170731707,1.0,0.7726848366417403,List two advantages of kernel-level threads over user-level threads.
bc513144-2e7e-4363-8375-56c87bc07ff0,3,123,0.17073170731707318,0.4324255657551935,0.8373983739837398,0.8373983739837398,0.991869918699187,0.7165231077088307,What is busy waiting (spinlock)?
f2dac513-8733-4f95-8e93-ce1e5e922334,4,114,0.2850877192982456,0.5318784981949405,0.631578947368421,0.8596491228070176,0.956140350877193,0.8427011972671564,"Describe the concept of ""demand paging"" as a virtual memory implementation. Why is it commonly used?"
47cb43c4-ca23-4831-960c-018702c06992,5,123,0.25203252032520324,0.4032389192727559,0.5691056910569106,0.926829268292683,1.0,0.8960807706174468,What is the difference between a preemptive scheduler and a non-preemptive scheduler? Provide an example scenario where 
fe59c063-d7d5-4d1a-8d82-90dd1e67c55b,6,118,0.025423728813559324,0.11274690420042432,0.9491525423728814,1.0,1.0,0.9827158981835101,Explain Belady’s Anomaly in the context of page replacement algorithms. Which replacement algorithm has this anomaly?
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,123,0.3699186991869919,0.5315264106356824,0.43089430894308944,0.8536585365853658,0.975609756097561,0.7950357408484616,What is priority inversion? Describe a scenario where busy waiting (spinlock) can lead to it. How can priority inheritan
979c5847-2933-4887-b7fd-05f878541734,8,122,0.04918032786885246,0.22176638128637186,0.9508196721311475,0.9508196721311475,1.0,0.9621261128488108,"In a system with a TLB hit ratio of 85%, if TLB access time is 15ns and memory access time is 100ns, calculate the effec"
376de8d7-fb33-4f62-be5a-b9044492c283,9,122,0.01639344262295082,0.12803687993289598,0.9836065573770492,0.9836065573770492,1.0,0.9432294090274548,"Given a disk with 150 tracks (0-149), head at track 80 moving towards increasing numbers. Requests are in tracks of 20, "
bcfce196-f980-45ec-9dfb-16ca53c1c6bf,10,123,0.056910569105691054,0.23855936180684895,0.943089430894309,0.943089430894309,1.0,0.9800254121410639,"List three attributes that are shared among threads in the same process, and three that are not shared."
4cec7cc1-8e3e-45e3-866e-d800c15fef66,11,123,0.35772357723577236,0.6115420998078532,0.6504065040650406,0.6504065040650406,0.991869918699187,0.6137086090353526,"Briefly describe the concepts of ""thread,"" ""process,"" and ""program."" How do they relate?"
90fd763a-b0e8-4296-986b-e2b18af93a4a,12,122,0.1721311475409836,0.4148869093391398,0.8278688524590164,0.8278688524590164,1.0,0.8963448942680188,"In a UNIX inode with 12 direct blocks and 1 single indirect block, assuming a block size of 8KB and address size of 4 by"
7cc6d0c4-5832-45da-887f-502a70a914bf,13,95,0.14736842105263157,0.5026246899500346,0.8947368421052632,0.8947368421052632,0.968421052631579,0.9619656588150284,List the four necessary conditions that must hold simultaneously for a system-wide deadlock to occur.
7692d1fe-db5b-4ba5-9e19-21957a3c17d0,14,111,0.26576576576576577,0.5220368976638744,0.6756756756756757,0.8648648648648649,0.9279279279279279,0.9187671274403407,Describe the three requirements that a solution to the Critical Section problem must satisfy to be considered correct.
f2b4ceed-f4b7-4acf-bc91-903cc746807f,15,122,0.14344262295081966,0.34176494654736694,0.8032786885245902,0.9098360655737705,1.0,0.8968653460642624,Explain the difference between 'Internal Fragmentation' and 'External Fragmentation'. Which one is typically associated 
16d62b26-dc46-4ebc-94e2-908dc964b6cf,16,122,0.4918032786885246,0.7892723355548015,0.5737704918032787,0.5737704918032787,0.9344262295081968,0.7651311600269805,Compare the 'Many-to-One' and 'One-to-One' multithreading models. Which one allows better utilization of multi-core proc
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,122,0.09836065573770492,0.31362502409359,0.9016393442622951,0.9016393442622951,1.0,0.9064747641097638,"What is the 'Aging' technique in priority scheduling, and what specific problem does it solve?"
cb495b8c-586a-4245-a4c6-a4e19e5abe38,18,119,0.23529411764705882,0.48507125007266594,0.7647058823529411,0.7647058823529411,1.0,0.824722570821764,What is the primary purpose of the 'Translation Lookaside Buffer' (TLB) in a paging system?
5e40582c-f1e1-45b7-be7c-9e9a2da03c95,19,122,0.09016393442622951,0.30027309973793775,0.9098360655737705,0.9098360655737705,1.0,0.8486310067250092,What is “local replacement” and “global replacement”?
ff4ab35b-9b76-41a1-a6ee-36bc56d31462,20,121,0.049586776859504134,0.25712973861329,0.9586776859504132,0.9586776859504132,0.9917355371900827,0.9189010797895458,What are the parameters of Multilevel Feedback Queue Scheduling? (List at least three)
a838727e-81c8-4834-af4e-f33b520fd1e1,21,123,0.23577235772357724,0.39816652969059774,0.5853658536585366,0.959349593495935,0.991869918699187,0.6661184857363079,What is the difference between a mode switch and a context switch?
517790a5-db10-491c-bb92-6bb654e36795,22,123,0.17073170731707318,0.4131969352706687,0.8292682926829268,0.8292682926829268,1.0,0.9009538973322956,A system has 32-bit addresses and 2 GB (231) main memory where each page is 1 MB (220). How many entries of a page table
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,123,0.07317073170731707,0.2705008904002297,0.926829268292683,0.926829268292683,1.0,0.912746843546856,Please briefly describe the Direct Memory Access (DMA)?
166f2724-ea07-47ba-b33e-15b5365b84b0,24,123,0.08130081300813008,0.2851329742561005,0.9186991869918699,0.9186991869918699,1.0,0.8499200812790573,What is the race condition?
