experiment_id,exam_key,preset,contest_id,question_id,question_order,question_type,max_score,answer_count,scored_count,blank_score_count,model_id,run_status,terminal_event_type,started_at,ended_at,elapsed_seconds,input_tokens,output_tokens,cost_cents,cost_usd,session_id,run_id,prompt_preview,run_dir,grade_csv_path,rubric_path
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,essay,3,123,123,0,openai-mini-medium,completed,run_completed,2026-05-27T07:06:05.034271Z,2026-05-27T07:11:40.362478Z,335.324,789543,10807,64,0.6400,d6b7ebef-0e17-4a6a-a8af-da62e6ebbecb,76aa24ee-5c3f-4ea7-9c60-f7152a1cfe34,What is priority inversion? Describe a scenario where busy waiting (spinlock) can lead to it. How can priority inheritance solve this issue?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,4cec7cc1-8e3e-45e3-866e-d800c15fef66,11,essay,3,123,123,0,openai-mini-medium,completed,run_completed,2026-05-27T07:11:40.453196Z,2026-05-27T07:16:17.244905Z,276.788,736520,9162,59,0.5900,f86cedf1-e374-4dd0-9998-df37bccafa09,2c2c3ef0-9533-4533-aeb5-2e6a0c49c780,"Briefly describe the concepts of ""thread,"" ""process,"" and ""program."" How do they relate?",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/4cec7cc1-8e3e-45e3-866e-d800c15fef66/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/4cec7cc1-8e3e-45e3-866e-d800c15fef66/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/4cec7cc1-8e3e-45e3-866e-d800c15fef66/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,90fd763a-b0e8-4296-986b-e2b18af93a4a,12,short_answer,2,122,122,0,openai-mini-medium,completed,run_completed,2026-05-27T07:16:17.324719Z,2026-05-27T07:21:32.812750Z,315.484,833664,11054,67,0.6700,9ede59ed-0aa3-44f3-a25e-0facadce8f44,41ea67ef-2b81-4a93-86e2-0b766fb13124,"In a UNIX inode with 12 direct blocks and 1 single indirect block, assuming a block size of 8KB and address size of 4 bytes, calculate the maximum file size.",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/90fd763a-b0e8-4296-986b-e2b18af93a4a/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/90fd763a-b0e8-4296-986b-e2b18af93a4a/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/90fd763a-b0e8-4296-986b-e2b18af93a4a/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,90fd763a-b0e8-4296-986b-e2b18af93a4a,12,short_answer,2,122,122,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T07:21:32.904729Z,2026-05-27T07:26:44.147056Z,311.238,995521,18450,326,3.2600,fdd4ec01-96e7-4b1f-a3ba-4534a1695273,06684292-c8f0-4ae2-aef6-25ddbefcc80a,"In a UNIX inode with 12 direct blocks and 1 single indirect block, assuming a block size of 8KB and address size of 4 bytes, calculate the maximum file size.",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/90fd763a-b0e8-4296-986b-e2b18af93a4a/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/90fd763a-b0e8-4296-986b-e2b18af93a4a/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/90fd763a-b0e8-4296-986b-e2b18af93a4a/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,7cc6d0c4-5832-45da-887f-502a70a914bf,13,essay,4,95,95,0,openai-mini-medium,completed,run_completed,2026-05-27T07:26:44.240006Z,2026-05-27T07:30:07.706845Z,203.464,630558,8827,51,0.5100,00985e26-1ffc-41cd-b57d-8c590a6dfa7a,ca9549d4-a80f-4959-93de-a258fd8a4a89,List the four necessary conditions that must hold simultaneously for a system-wide deadlock to occur.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7cc6d0c4-5832-45da-887f-502a70a914bf/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7cc6d0c4-5832-45da-887f-502a70a914bf/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7cc6d0c4-5832-45da-887f-502a70a914bf/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,7cc6d0c4-5832-45da-887f-502a70a914bf,13,essay,4,95,95,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T07:30:07.790489Z,2026-05-27T07:35:03.776886Z,295.982,775958,17109,258,2.5800,690a220a-839b-4a97-925a-616bf6201a5c,c4817929-606b-4db9-8dff-93d143f9e67d,List the four necessary conditions that must hold simultaneously for a system-wide deadlock to occur.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7cc6d0c4-5832-45da-887f-502a70a914bf/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7cc6d0c4-5832-45da-887f-502a70a914bf/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7cc6d0c4-5832-45da-887f-502a70a914bf/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,7692d1fe-db5b-4ba5-9e19-21957a3c17d0,14,essay,3,111,111,0,openai-mini-medium,completed,run_completed,2026-05-27T07:35:03.865864Z,2026-05-27T07:38:00.746914Z,176.879,544465,8416,45,0.4500,45e9b595-ff2e-41dd-88de-d9a3a1fbf25d,739ef925-7642-4a90-b8bc-d34d32834ece,Describe the three requirements that a solution to the Critical Section problem must satisfy to be considered correct.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7692d1fe-db5b-4ba5-9e19-21957a3c17d0/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7692d1fe-db5b-4ba5-9e19-21957a3c17d0/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7692d1fe-db5b-4ba5-9e19-21957a3c17d0/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,7692d1fe-db5b-4ba5-9e19-21957a3c17d0,14,essay,3,111,111,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T07:38:00.832659Z,2026-05-27T07:43:30.782557Z,329.945,903949,18612,299,2.9900,f663e0d0-7e79-4df8-90ec-e7b1f115afa6,a4efee5a-c6c5-40cb-94be-b820514b818d,Describe the three requirements that a solution to the Critical Section problem must satisfy to be considered correct.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7692d1fe-db5b-4ba5-9e19-21957a3c17d0/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7692d1fe-db5b-4ba5-9e19-21957a3c17d0/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/7692d1fe-db5b-4ba5-9e19-21957a3c17d0/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,f2b4ceed-f4b7-4acf-bc91-903cc746807f,15,essay,3,122,122,0,openai-mini-medium,completed,run_completed,2026-05-27T07:43:30.844901Z,2026-05-27T07:48:22.951361Z,292.102,741871,9228,60,0.6000,7a8f4cc9-f4fb-4025-9d5e-68699fa1ac90,5a6e7609-59bc-468e-b8b8-10b5beb8e900,Explain the difference between 'Internal Fragmentation' and 'External Fragmentation'. Which one is typically associated with the Paging memory management scheme,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/f2b4ceed-f4b7-4acf-bc91-903cc746807f/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/f2b4ceed-f4b7-4acf-bc91-903cc746807f/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/f2b4ceed-f4b7-4acf-bc91-903cc746807f/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery3-20260527-150604,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,f2b4ceed-f4b7-4acf-bc91-903cc746807f,15,essay,3,122,122,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T07:48:23.059335Z,2026-05-27T07:53:55.451408Z,332.320,1147630,19167,373,3.7300,950a04f5-c765-4f1f-b2ad-3507ae922c6d,1f8235aa-f372-42c3-a4fe-9efca77e113e,Explain the difference between 'Internal Fragmentation' and 'External Fragmentation'. Which one is typically associated with the Paging memory management scheme,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/f2b4ceed-f4b7-4acf-bc91-903cc746807f/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/f2b4ceed-f4b7-4acf-bc91-903cc746807f/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery3-20260527-150604/runs/f2b4ceed-f4b7-4acf-bc91-903cc746807f/claude-sonnet-4-6/rubric.md
