"index","exam_answer_id","username","answer_text","score","reason","synced"
"1","2727","S109","96Kb+16Mb 約為16Mb","1","有抓到約 16MB，但單位與精確值不正確。",""
"2","2845","S015","roughly 16MB","1","只寫近似值，未算出正確的 16,480KB。",""
"3","6544","S054","16MB+98KB","1","有部分概念，但總量計算略有誤差。",""
"4","3926","S117","96KB + 16MB","1","方向對，但少了精確計算。",""
"5","3043","S093","(12 + 2k) * 8k = 96k + 16M 大約等於16MB","1","有做分拆與近似，但公式與單位不精確。",""
"6","3717","S012","96kB + 16 MB","1","答案接近但未寫出正確總容量。",""
"7","4508","S108","96KB + 16MB","1","僅寫近似結果，未達精確答案。",""
"8","3458","S099","96KB + 16GB","0","單位與數值皆明顯錯誤。",""
"9","2849","S070","(12+2K)*8KB=16480KB","2","正確算出 16,480KB。",""
"10","4322","S080","96KB+16MB","1","有抓到主要容量，但不是精確值。",""
"11","3017","S003","96KB + 16MB","1","只有近似答案，未算出精確總容量。",""
"12","3506","S035","96KB + 16MB","1","答案接近，但未達題目要求的精確值。",""
"13","4432","S037","96KB+16MB","1","有概念但只寫近似容量。",""
"14","6075","S096","96KB + 16MB","1","近似正確，未完整算出 16,480KB。",""
"15","4255","S013","16MB + 96KB","1","有總量概念，但未給精確值。",""
"16","3996","S040","96KB + 16MB","1","僅寫近似結果，精確計算不足。",""
"17","4481","S124","96KB + 16MB","1","答案大致接近，但不是精確總容量。",""
"18","2940","S121","16Mb+96Kb","1","有容量概念，但單位與數值不精確。",""
"19","6750","S068","1024 TB","0","與題目容量計算無關且明顯錯誤。",""
"20","3148","S102","16GB","0","答案明顯過大，計算錯誤。",""
"21","4384","S034","file size: 12*8K+2K*8K=96K+16M","1","有算到 direct 與 indirect，但結果未精確。",""
"22","3930","S084","(12+(2K))*8K = 96KB+16MB, 約為16MB","1","有概念但仍停留在近似答案。",""
"23","4720","S079","3*2^15+2^24 bytes","2","換算成 bytes 後結果正確。",""
"24","2572","S122","16MB","1","只寫 16MB，未達精確值。",""
"25","4137","S086","96 KB + 16MB","1","有抓到主要容量，但不是精確答案。",""
"26","3912","S052","96KB+16MB (約16MB)","1","答案接近，但未寫出正確總容量。",""
"27","3975","S033","16.096million bytes","1","數值接近，但與正確結果仍有差距。",""
"28","3363","S123","(12+2K)*8KB=96KB+16MB","1","公式與結果有概念，但不夠精確。",""
"29","3398","S027","16M+96K","1","有抓到主要部分，但未算出精確總容量。",""
"30","2946","S081","4kb","0","答案與題目所求容量無關。",""
"31","3481","S008","48 GiB + 8KiB","0","容量尺度明顯錯誤。",""
"32","3845","S078","8KB*(12 + 2048)= 16480 KB","2","正確算出 16,480KB。",""
"33","4194","S087","96KB+16MB","1","只有近似答案，未達精確值。",""
"34","2935","S022","6MB + 1GB","0","計算層級與數值都錯誤。",""
"35","5317","S110","96KB+16MB","1","答案接近，但未寫出精確容量。",""
"36","3653","S082","(12 * 8 + 1 * 2048 * 8) = 96KB + 16MB","1","有用到正確組成，但結果未精確表達。",""
"37","5002","S105","16.48 GB","0","單位錯誤且數值明顯過大。",""
"38","2799","S111","16MB + 96KB","1","有概念但只到近似值。",""
"39","2834","S085","(12*1+1*2K)*8K=96KB+16MB","1","有算到主要容量，但結果不夠精確。",""
"40","3393","S004","96KB+16MB","1","只寫近似結果，未達精確值。",""
