experiment_id,exam_key,preset,contest_id,question_id,question_order,question_type,max_score,answer_count,scored_count,blank_score_count,model_id,run_status,terminal_event_type,started_at,ended_at,elapsed_seconds,input_tokens,output_tokens,cost_cents,cost_usd,session_id,run_id,prompt_preview,run_dir,grade_csv_path,rubric_path
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,199417a2-c63c-436e-8a8d-869d348dbbdd,2,essay,2,123,123,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T05:30:51.681311Z,2026-05-27T05:37:35.171421Z,403.505,1238562,26067,411,4.1100,fecc08cd-7dda-483e-8197-0b15391f5cf9,cb717db2-f6ae-47f9-a53d-3cef9509ca82,List two advantages of kernel-level threads over user-level threads.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/199417a2-c63c-436e-8a8d-869d348dbbdd/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/199417a2-c63c-436e-8a8d-869d348dbbdd/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/199417a2-c63c-436e-8a8d-869d348dbbdd/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,bc513144-2e7e-4363-8375-56c87bc07ff0,3,essay,2,123,123,0,openai-mini-medium,completed,run_completed,2026-05-27T05:37:35.283420Z,2026-05-27T05:40:05.119992Z,149.842,527628,8465,43,0.4300,e1b3c570-a289-48dd-976b-99b6bf1bdc90,7c4fabb6-857b-4f1b-8d3d-faaa86c45486,What is busy waiting (spinlock)?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/bc513144-2e7e-4363-8375-56c87bc07ff0/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/bc513144-2e7e-4363-8375-56c87bc07ff0/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/bc513144-2e7e-4363-8375-56c87bc07ff0/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,bc513144-2e7e-4363-8375-56c87bc07ff0,3,essay,2,123,123,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T05:40:05.199827Z,2026-05-27T05:45:57.323969Z,352.137,1014044,17632,331,3.3100,37ace56a-4536-4468-aeaf-06525d030ac3,76167cd9-3e8d-41bb-b5f4-51cddee62117,What is busy waiting (spinlock)?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/bc513144-2e7e-4363-8375-56c87bc07ff0/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/bc513144-2e7e-4363-8375-56c87bc07ff0/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/bc513144-2e7e-4363-8375-56c87bc07ff0/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,f2dac513-8733-4f95-8e93-ce1e5e922334,4,essay,2,114,114,0,openai-mini-medium,completed,run_completed,2026-05-27T05:45:57.408903Z,2026-05-27T05:49:09.634375Z,192.233,713675,8494,57,0.5700,5d97fa9e-0cf7-4389-a282-2048186b5adf,1b1317da-5896-4b27-b658-6e97464ec022,"Describe the concept of ""demand paging"" as a virtual memory implementation. Why is it commonly used?",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/f2dac513-8733-4f95-8e93-ce1e5e922334/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/f2dac513-8733-4f95-8e93-ce1e5e922334/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/f2dac513-8733-4f95-8e93-ce1e5e922334/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,f2dac513-8733-4f95-8e93-ce1e5e922334,4,essay,2,114,114,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T05:49:09.716515Z,2026-05-27T05:55:09.028936Z,359.325,1020234,20569,337,3.3700,079ef508-1f3a-4911-a2f0-45b3b8b6ad2a,157257f1-cb0a-4ef4-9579-4d6df841f90b,"Describe the concept of ""demand paging"" as a virtual memory implementation. Why is it commonly used?",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/f2dac513-8733-4f95-8e93-ce1e5e922334/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/f2dac513-8733-4f95-8e93-ce1e5e922334/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/f2dac513-8733-4f95-8e93-ce1e5e922334/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,47cb43c4-ca23-4831-960c-018702c06992,5,essay,3,123,123,0,openai-mini-medium,completed,run_completed,2026-05-27T05:55:09.127673Z,2026-05-27T05:58:13.837510Z,184.717,727370,10480,59,0.5900,3e39685b-2944-478f-8838-b2dd95cc1ad3,c0b8241a-0c5a-4c35-a49a-ed7e2eb5daa6,What is the difference between a preemptive scheduler and a non-preemptive scheduler? Provide an example scenario where preemptive scheduling is beneficial.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/47cb43c4-ca23-4831-960c-018702c06992/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/47cb43c4-ca23-4831-960c-018702c06992/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/47cb43c4-ca23-4831-960c-018702c06992/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,47cb43c4-ca23-4831-960c-018702c06992,5,essay,3,123,123,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T05:58:13.932487Z,2026-05-27T06:05:05.042585Z,411.125,1243731,21334,405,4.0500,7bec6c47-f991-4038-a659-da9b03fadf24,fdfdbc09-0126-4326-a6aa-97cc5cd4a55a,What is the difference between a preemptive scheduler and a non-preemptive scheduler? Provide an example scenario where preemptive scheduling is beneficial.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/47cb43c4-ca23-4831-960c-018702c06992/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/47cb43c4-ca23-4831-960c-018702c06992/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/47cb43c4-ca23-4831-960c-018702c06992/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,fe59c063-d7d5-4d1a-8d82-90dd1e67c55b,6,essay,2,118,118,0,openai-mini-medium,completed,run_completed,2026-05-27T06:05:05.125906Z,2026-05-27T06:08:02.570274Z,177.118,691325,8941,56,0.5600,8b5f9712-f6d7-447a-9ed1-b5773b0b1322,a1d5fb43-9ef0-4804-93f8-40aeaf441ef0,Explain Belady’s Anomaly in the context of page replacement algorithms. Which replacement algorithm has this anomaly?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/openai-mini-medium/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,fe59c063-d7d5-4d1a-8d82-90dd1e67c55b,6,essay,2,118,118,0,claude-sonnet-4-6,completed,run_completed,2026-05-27T06:08:02.629351Z,2026-05-27T06:12:46.196791Z,283.564,935953,16681,306,3.0600,1aec5a8b-2228-4ce9-bc38-71a828c9de68,98739801-c7e4-4e7b-b3be-cb5bcf451396,Explain Belady’s Anomaly in the context of page replacement algorithms. Which replacement algorithm has this anomaly?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/claude-sonnet-4-6,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/claude-sonnet-4-6/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/claude-sonnet-4-6/rubric.md
exam1-openai-claude-thinking-medium-recovery2-20260527-133051,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,essay,3,123,123,0,openai-mini-medium,failed,run_failed,2026-05-27T06:12:46.274405Z,2026-05-27T06:16:41.524846Z,235.247,,,,,4605226e-48bf-40e8-85ef-ece71165c1df,ab9242e9-1408-45d4-aa29-bd3589becab5,What is priority inversion? Describe a scenario where busy waiting (spinlock) can lead to it. How can priority inheritance solve this issue?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/openai-mini-medium,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/openai-mini-medium/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-openai-claude-thinking-medium-recovery2-20260527-133051/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/openai-mini-medium/rubric.md
