experiment_id,exam_key,preset,contest_id,question_id,question_order,question_type,max_score,answer_count,scored_count,blank_score_count,model_id,run_status,terminal_event_type,started_at,ended_at,elapsed_seconds,input_tokens,output_tokens,cost_cents,cost_usd,session_id,run_id,prompt_preview,run_dir,grade_csv_path,rubric_path
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,8c09a796-304f-491d-910b-126c7178a25d,0,short_answer,3,110,110,0,deepseek-v4-flash,completed,run_completed,2026-05-26T19:01:41Z,2026-05-26T19:03:44Z,123.000,269640,17393,4,0.0400,9e12ab2a-93d8-4bcc-9b10-ef296699305d,8a7e23ed-edbb-428d-91bd-add9d95029b9,What are the three fundamental exceptions that can occur during message exchanges in a client-server model?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/8c09a796-304f-491d-910b-126c7178a25d/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/8c09a796-304f-491d-910b-126c7178a25d/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/8c09a796-304f-491d-910b-126c7178a25d/deepseek-v4-flash/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,8c09a796-304f-491d-910b-126c7178a25d,0,short_answer,3,110,110,0,deepseek-v4-pro,completed,run_completed,2026-05-26T19:01:41Z,2026-05-26T19:05:25Z,224.000,302819,13493,14,0.1400,40d754fa-1986-4851-90d0-6fbf12680fa7,263bc7ed-6aff-4059-ae33-5e00aa8b9cbc,What are the three fundamental exceptions that can occur during message exchanges in a client-server model?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/8c09a796-304f-491d-910b-126c7178a25d/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/8c09a796-304f-491d-910b-126c7178a25d/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/8c09a796-304f-491d-910b-126c7178a25d/deepseek-v4-pro/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46,1,short_answer,3,118,118,0,deepseek-v4-flash,completed,run_completed,2026-05-26T19:03:44Z,2026-05-26T19:06:30Z,166.000,796406,19568,12,0.1200,da154118-9537-4b66-8e8b-3e2d275a5ade,1ad451a1-4abb-4fee-a473-7baf58ac42cb,Describe the three main types of redundancy used to achieve fault tolerance.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46/deepseek-v4-flash/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46,1,short_answer,3,118,118,0,deepseek-v4-pro,completed,run_completed,2026-05-26T19:05:25Z,2026-05-26T19:10:24Z,299.000,731789,18437,34,0.3400,db7a0069-7a54-4ba0-95a8-a583f3a46a85,4fd5e2a5-5033-4b0f-8447-d07441ddf146,Describe the three main types of redundancy used to achieve fault tolerance.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/d84cb3ab-a1d9-4f09-9ae9-78c9411ccb46/deepseek-v4-pro/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,short_answer,2,118,118,0,deepseek-v4-flash,completed,run_completed,2026-05-26T19:06:30Z,2026-05-26T19:12:00Z,330.000,666457,55179,11,0.1100,6808796a-96a6-47f5-918d-9bcc8b8803ba,bb695903-ba17-408f-8751-daf506398e8c,Identify two major differences between a traditional Multiprocessor (MP) and a Chip-level Multiprocessor (CMP).,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e/deepseek-v4-flash/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,short_answer,2,118,118,0,deepseek-v4-pro,completed,run_completed,2026-05-26T19:10:24Z,2026-05-26T19:15:19Z,295.000,531980,15659,25,0.2500,0ba9d6d5-429a-461c-85e5-44a5507cab14,993e0e25-912e-4242-8228-0160b2887c37,Identify two major differences between a traditional Multiprocessor (MP) and a Chip-level Multiprocessor (CMP).,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e/deepseek-v4-pro/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,b8fea8c6-21b2-4e68-8da7-540504d18b30,3,short_answer,3,115,115,0,deepseek-v4-flash,completed,run_completed,2026-05-26T19:12:00Z,2026-05-26T19:13:52Z,112.000,506044,12999,7,0.0700,8c326db9-9941-47e5-b89a-dfd236e99b6d,1d4e7168-da87-43c7-866f-a94455b47c7e,"How does affinity scheduling impact cache misses, TLB misses, and page faults in a multiprocessor system?",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/b8fea8c6-21b2-4e68-8da7-540504d18b30/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/b8fea8c6-21b2-4e68-8da7-540504d18b30/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/b8fea8c6-21b2-4e68-8da7-540504d18b30/deepseek-v4-flash/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,b8fea8c6-21b2-4e68-8da7-540504d18b30,3,short_answer,3,115,115,0,deepseek-v4-pro,completed,run_completed,2026-05-26T19:13:52Z,2026-05-26T19:18:44Z,292.000,363556,18229,18,0.1800,c1de18af-a138-4e45-8236-7840c379fd59,2d0615bf-16bd-4a32-810f-4b91e2ff0c4c,"How does affinity scheduling impact cache misses, TLB misses, and page faults in a multiprocessor system?",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/b8fea8c6-21b2-4e68-8da7-540504d18b30/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/b8fea8c6-21b2-4e68-8da7-540504d18b30/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/b8fea8c6-21b2-4e68-8da7-540504d18b30/deepseek-v4-pro/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,de117ea3-bbad-4bd2-9aff-86840d03ef2d,4,short_answer,3,116,116,0,deepseek-v4-flash,completed,run_completed,2026-05-26T19:15:19Z,2026-05-26T19:17:58Z,159.000,624051,21543,9,0.0900,fc3f838e-1d7c-4f01-8bb8-01f6b9846cac,9d4c63ff-52cf-4946-9cb6-5a9b4ace30ea,"Define Access Transparency, Location Transparency, and Replication Transparency in distributed systems.",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/de117ea3-bbad-4bd2-9aff-86840d03ef2d/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/de117ea3-bbad-4bd2-9aff-86840d03ef2d/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/de117ea3-bbad-4bd2-9aff-86840d03ef2d/deepseek-v4-flash/rubric.md
exam2-subjective-deepseek-flash-pro-consolidated-20260527-0455,exam2,exam2-subjective,10ad193f-5113-456a-808a-4d20e057203d,de117ea3-bbad-4bd2-9aff-86840d03ef2d,4,short_answer,3,116,116,0,deepseek-v4-pro,completed,run_completed,2026-05-26T19:17:58Z,2026-05-26T19:23:42Z,344.000,472239,22195,23,0.2300,f482ad01-8308-4c9e-ab8a-9cfb5c599be3,6423c6ab-ea70-484d-a0e2-9ee56de9fe9d,"Define Access Transparency, Location Transparency, and Replication Transparency in distributed systems.",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/de117ea3-bbad-4bd2-9aff-86840d03ef2d/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/de117ea3-bbad-4bd2-9aff-86840d03ef2d/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam2-subjective-deepseek-flash-pro-20260527-030141/runs/de117ea3-bbad-4bd2-9aff-86840d03ef2d/deepseek-v4-pro/rubric.md
